collection_date,positive_result,positive_tests,total_tests,positivity,positivity_7day
2021-11-25,COVID,38,502,0.07569721115537849,0.07838145857638822
2021-11-25,FluA,2,502,0.00398406374501992,0.005001704248857886
2021-11-26,COVID,1444,17081,0.08453837597330367,0.07898140692484239
2021-11-26,FluA,70,17081,0.004098120718927463,0.004942466319041094
2021-11-27,COVID,1402,14286,0.09813803723925521,0.08098789110482005
2021-11-27,FluA,76,14286,0.005319893602127958,0.004996959212629005
2021-11-28,COVID,1216,13393,0.09079369820055253,0.08386323940480968
2021-11-28,FluA,88,13393,0.006570596580303144,0.005184194700839496
2021-11-29,COVID,2002,19450,0.1029305912596401,0.08674826654784154
2021-11-29,FluA,145,19450,0.007455012853470437,0.005523793228579687
2021-11-30,COVID,1942,21314,0.09111382190109787,0.08848693700147947
2021-11-30,FluA,214,21314,0.010040349066341372,0.006114227530591569
2021-12-01,COVID,1672,20084,0.08325034853614818,0.0894945834664823
2021-12-01,FluA,193,20084,0.009609639514041028,0.006725382297175903
2021-12-02,COVID,1793,20205,0.08874041078940856,0.09135789769991516
2021-12-02,FluA,159,20205,0.007869339272457313,0.007280421658238388
2021-12-03,COVID,1622,17925,0.0904881450488145,0.09220786471070241
2021-12-03,FluA,143,17925,0.00797768479776848,0.007834645098072818
2021-12-04,COVID,1441,14426,0.09988908914460003,0.09245801498289453
2021-12-04,FluA,126,14426,0.008734229862747817,0.008322407421018512
2021-12-05,COVID,1157,13134,0.0880919750266484,0.09207205452947965
2021-12-05,FluA,81,13134,0.0061671996345363175,0.008264779285908967
2021-12-06,COVID,1951,19295,0.10111427831044312,0.09181258125102296
2021-12-06,FluA,163,19295,0.008447784400103653,0.008406603792570855
2021-12-07,COVID,1800,20245,0.08891084218325512,0.09149786986275969
2021-12-07,FluA,170,20245,0.008397135095085207,0.00817185893953426
2021-12-08,COVID,1574,20358,0.07731604283328421,0.0906501119052077
2021-12-08,FluA,162,20358,0.007957559681697613,0.00793584753491377
2021-12-09,COVID,1596,19175,0.08323337679269882,0.08986339276282061
2021-12-09,FluA,170,19175,0.008865710560625815,0.008078186290366414
2021-12-10,COVID,1630,17680,0.09219457013574661,0.09010716777523949
2021-12-10,FluA,128,17680,0.007239819004524887,0.007972776891331615
2021-12-11,COVID,1404,14418,0.09737827715355805,0.08974848034794777
2021-12-11,FluA,117,14418,0.008114856429463172,0.007884294972290953
2021-12-12,COVID,1171,13776,0.08500290360046457,0.08930718442992149
2021-12-12,FluA,124,13776,0.009001161440185831,0.008289146658812311
2021-12-13,COVID,2034,20251,0.10043948446990272,0.0892107853098443
2021-12-13,FluA,215,20251,0.010616759666189324,0.00859900026825312
2021-12-14,COVID,2019,19713,0.1024197230254147,0.0911406254301528
2021-12-14,FluA,214,19713,0.010855780449449601,0.008950235318876607
2021-12-15,COVID,2050,21828,0.09391607110133773,0.09351205803987474
2021-12-15,FluA,202,21828,0.009254168957302546,0.009135465215391598
2021-12-16,COVID,2316,22495,0.10295621249166481,0.09632960599686988
2021-12-16,FluA,210,22495,0.009335407868415203,0.00920256483079008
2021-12-17,COVID,2334,20729,0.11259588016788075,0.09924407885860333
2021-12-17,FluA,173,20729,0.008345795745091417,0.00936056150801387
2021-12-18,COVID,2044,17188,0.11892017686758204,0.10232149310346392
2021-12-18,FluA,165,17188,0.009599720735396788,0.0095726849802901
2021-12-19,COVID,2006,17168,0.1168452935694315,0.10687040595617348
2021-12-19,FluA,165,17168,0.009610904007455732,0.00965979106132866
2021-12-20,COVID,3513,25979,0.1352246044882405,0.111839708815936
2021-12-20,FluA,206,25979,0.007929481504291928,0.009275894181057603
2021-12-21,COVID,3940,27943,0.1410013241241098,0.11735136611574959
2021-12-21,FluA,243,27943,0.008696274558923522,0.008967393339553877
2021-12-22,COVID,4445,28198,0.15763529328321157,0.12645411214173158
2021-12-22,FluA,182,28198,0.006454358465139372,0.008567420412101994
2021-12-23,COVID,4515,26649,0.169424743892829,0.13594961662761215
2021-12-23,FluA,169,26649,0.00634170137716237,0.008139748056208733
2021-12-24,COVID,2567,13223,0.194131437646525,0.1475975534102756
2021-12-24,FluA,78,13223,0.0058988126748846705,0.007790179046179198
2021-12-25,COVID,2,64,0.03125,0.13507324242919247
2021-12-26,COVID,4059,18702,0.21703561116458134,0.14938614494278532
2021-12-26,FluA,84,18702,0.004491498235482836,0.007060432974762919
2021-12-27,COVID,7758,28554,0.2716957343979828,0.16888202064417707
2021-12-27,FluA,169,28554,0.005918610352314912,0.006532962452599944
2021-12-28,COVID,8307,29091,0.285552232649273,0.18953215043348612
2021-12-28,FluA,138,29091,0.004743735175827575,0.006077855834247894
2021-12-29,COVID,8066,28934,0.27877237851662406,0.2068374483239736
2021-12-29,FluA,134,28934,0.004631229695168314,0.005497135139425721
2021-12-30,COVID,7977,28182,0.2830530125612093,0.2230700581337422
2021-12-30,FluA,97,28182,0.0034419132779788517,0.005066785826974218
2021-12-31,COVID,8546,24131,0.35415026314698933,0.24592989034809426
2021-12-31,FluA,105,24131,0.004351249430193527,0.0047824355488358125
2022-01-01,COVID,116,464,0.25,0.27717989034809426
2022-01-01,FluA,3,464,0.00646551724137931,0.004863393344049332
2022-01-02,COVID,5624,18918,0.2972830108891003,0.2886438045944541
2022-01-02,FluA,35,18918,0.001850089861507559,0.004486049290624293
2022-01-03,COVID,8958,28177,0.3179188700003549,0.29524710968050727
2022-01-03,FluA,58,28177,0.0020584164389395605,0.003934593017284957
2022-01-04,COVID,9599,28909,0.33204192466014043,0.30188849425348835
2022-01-04,FluA,58,28909,0.0020062956172818155,0.003543530223206991
2022-01-05,COVID,8989,28309,0.31753152707619486,0.30742551547628416
2022-01-05,FluA,58,28309,0.0020488183969762266,0.0031746143234652646
2022-01-06,COVID,8675,27912,0.3107982229865291,0.31138911696561555
2022-01-06,FluA,55,27912,0.0019704786471768415,0.0029644093762078343
2022-01-07,COVID,7420,25204,0.2943977146484685,0.302853038608684
2022-01-07,FluA,40,25204,0.0015870496746548167,0.0025695236968451616
2022-01-08,COVID,5580,19406,0.28753993610223644,0.30821588662328925
2022-01-08,FluA,29,19406,0.0014943831804596517,0.001859361688142353
2022-01-09,COVID,5189,17852,0.29066771230114274,0.3072708439678667
2022-01-09,FluA,24,17852,0.0013443871835088505,0.0017871184484282516
2022-01-10,COVID,8582,27740,0.3093727469358327,0.30604996924436356
2022-01-10,FluA,34,27740,0.0012256669069935112,0.0016681542295788163
2022-01-11,COVID,9048,28875,0.3133506493506493,0.30337978705729335
2022-01-11,FluA,47,28875,0.0016277056277056276,0.0016140699453536466
2022-01-12,COVID,7829,27536,0.2843187100522952,0.29863509891102197
2022-01-12,FluA,32,27536,0.0011621150493898896,0.0014873980385555984
2022-01-13,COVID,8422,28321,0.2973765050669115,0.2967177106367909
2022-01-13,FluA,50,28321,0.0017654743829667032,0.0014581117150970072
2022-01-14,COVID,6843,25015,0.27355586648011193,0.2937403037555971
2022-01-14,FluA,23,25015,0.0009194483310013992,0.0013627400945750905
2022-01-15,COVID,5240,18834,0.27822023999150475,0.2924089185969212
2022-01-15,FluA,22,18834,0.001168100244239142,0.0013161282465435889
